file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Duplicate Assert,"{'line': 116, 'column': 2, 'index': 3420}","  114 | it(""Duration.fromDurationLike returns a Duration from millis"", () => {
> 624 |   expect(dt.offset).toBe(0);
      |                         ^ Magic Number
  625 |   expect(dt.toObject()).toEqual({
  626 |     year: 2016,
  627 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Magic Number,"{'line': 1010, 'column': 25, 'index': 21378}","  1008 |   const dt = DateTime.fromSQL(""2016-05-14 10:23:54.023"", { zone: ""utc"" });
  1009 |   expect(dt.isValid).toBe(true);
> 1010 |   expect(dt.offset).toBe(0);
       |                         ^ Magic Number
  1011 |   expect(dt.toObject()).toEqual({
  1012 |     year: 2016,
  1013 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Magic Number,"{'line': 1081, 'column': 25, 'index': 22948}","  1079 |   expect(dt.isValid).toBe(true);
  1080 |   expect(dt.zoneName).toBe(""UTC"");
> 1081 |   expect(dt.offset).toBe(0);
       |                         ^ Magic Number
  1082 |   expect(dt.toObject()).toEqual({
  1083 |     year: 2016,
  1084 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 131}","  129 | const isSame = (s, expected) => expect(DateTime.fromISO(s).toObject()).toEqual(expected);
  130 |
> 131 | test(""DateTime.fromISO() accepts both capital T and lowercase t"", () => {
  132 |   // #1610
  133 |   const dt = DateTime.fromISO(""2016-05-25T09:08:34.123+06:00"");
  134 |   isSame(""2016-05-25t09:08:34.123+06:00"", dt.toObject());"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 137}","  135 | });
  136 |
> 137 | test(""DateTime.fromISO() accepts both capital Z and lowercase z"", () => {
  138 |   // #1610
  139 |   const dt = DateTime.fromISO(""2016-05-25T09:08:34.123Z"");
  140 |   isSame(""2016-05-25T09:08:34.123z"", dt.toObject());"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 143}","  141 | });
  142 |
> 143 | test(""DateTime.fromISO() accepts just the year"", () => {
  144 |   isSame(""2016"", {
  145 |     year: 2016,
  146 |     month: 1,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 155}","  153 | });
  154 |
> 155 | test(""DateTime.fromISO() accepts year-month"", () => {
  156 |   isSame(""2016-05"", {
  157 |     year: 2016,
  158 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 167}","  165 | });
  166 |
> 167 | test(""DateTime.fromISO() accepts yearmonth"", () => {
  168 |   isSame(""201605"", {
  169 |     year: 2016,
  170 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 179}","  177 | });
  178 |
> 179 | test(""DateTime.fromISO() accepts year-month-day"", () => {
  180 |   isSame(""2016-05-25"", {
  181 |     year: 2016,
  182 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 191}","  189 | });
  190 |
> 191 | test(""DateTime.fromISO() accepts yearmonthday"", () => {
  192 |   isSame(""20160525"", {
  193 |     year: 2016,
  194 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 203}","  201 | });
  202 |
> 203 | test(""DateTime.fromISO() accepts extend years"", () => {
  204 |   isSame(""+002016-05-25"", {
  205 |     year: 2016,
  206 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 225}","  223 | });
  224 |
> 225 | test(""DateTime.fromISO() accepts year-month-dayThour"", () => {
  226 |   isSame(""2016-05-25T09"", {
  227 |     year: 2016,
  228 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 237}","  235 | });
  236 |
> 237 | test(""DateTime.fromISO() accepts year-month-dayThour:minute"", () => {
  238 |   isSame(""2016-05-25T09:24"", {
  239 |     year: 2016,
  240 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 259}","  257 | });
  258 |
> 259 | test(""DateTime.fromISO() accepts year-month-dayThour:minute:second"", () => {
  260 |   isSame(""2016-05-25T09:24:15"", {
  261 |     year: 2016,
  262 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 281}","  279 | });
  280 |
> 281 | test(""DateTime.fromISO() accepts year-month-dayThour:minute:second.millisecond"", () => {
  282 |   isSame(""2016-05-25T09:24:15.123"", {
  283 |     year: 2016,
  284 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 375}","  373 | });
  374 |
> 375 | test(""DateTime.fromISO() accepts year-week"", () => {
  376 |   isSame(""2016-W21"", {
  377 |     year: 2016,
  378 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 387}","  385 | });
  386 |
> 387 | test(""DateTime.fromISO() accepts year-week-day"", () => {
  388 |   isSame(""2016-W21-3"", {
  389 |     year: 2016,
  390 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 409}","  407 | });
  408 |
> 409 | test(""DateTime.fromISO() accepts year-week-dayTtime"", () => {
  410 |   isSame(""2016-W21-3T09:24:15.123"", {
  411 |     year: 2016,
  412 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 431}","  429 | });
  430 |
> 431 | test(""DateTime.fromISO() accepts year-ordinal"", () => {
  432 |   isSame(""2016-200"", {
  433 |     year: 2016,
  434 |     month: 7,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 453}","  451 | });
  452 |
> 453 | test(""DateTime.fromISO() accepts year-ordinalTtime"", () => {
  454 |   isSame(""2016-200T09:24:15.123"", {
  455 |     year: 2016,
  456 |     month: 7,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 479}","  477 | });
  478 |
> 479 | test(""DateTime.fromISO() accepts hour:minute:second.millisecond"", () => {
  480 |   const { year, month, day } = DateTime.now();
  481 |   isSame(""09:24:15.123"", {
  482 |     year,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 492}","  490 | });
  491 |
> 492 | test(""DateTime.fromISO() accepts hour:minute:second,millisecond"", () => {
  493 |   const { year, month, day } = DateTime.now();
  494 |   isSame(""09:24:15,123"", {
  495 |     year,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 505}","  503 | });
  504 |
> 505 | test(""DateTime.fromISO() accepts hour:minute:second"", () => {
  506 |   const { year, month, day } = DateTime.now();
  507 |   isSame(""09:24:15"", {
  508 |     year,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 518}","  516 | });
  517 |
> 518 | test(""DateTime.fromISO() accepts hour:minute"", () => {
  519 |   const { year, month, day } = DateTime.now();
  520 |   isSame(""09:24"", {
  521 |     year,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 531}","  529 | });
  530 |
> 531 | test(""DateTime.fromISO() accepts hour:minute"", () => {
  532 |   const { year, month, day } = DateTime.now();
  533 |   isSame(""09:24"", {
  534 |     year,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 544}","  542 | });
  543 |
> 544 | test(""DateTime.fromISO() accepts 24:00"", () => {
  545 |   isSame(""2018-01-04T24:00"", {
  546 |     year: 2018,
  547 |     month: 1,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Unknown Test,"{'column': 0, 'line': 676}","  674 | );
  675 |
> 676 | test(""DateTime.fromISO() accepts some technically incorrect stuff"", () => {
  677 |   // these are formats that aren't technically valid but we parse anyway.
  678 |   // Testing them more to document them than anything else
  679 |   isSame(""2016-05-25T0924:15.123"", {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 99, 'column': 36, 'index': 3905}","   97 |   test(""Jan  1 2012 should be week 52, year 2011"", () => {
   98 |     const dt = DateTime.fromISO(""2012-01-01"", { locale: ""de-DE"" });
>  99 |     expect(dt.localWeekNumber).toBe(52);
      |                                    ^ Magic Number
  100 |     expect(dt.localWeekYear).toBe(2011);
  101 |   });
  102 |   test(""Jan  2 2012 should be week 1, year 2012"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 100, 'column': 34, 'index': 3944}","   98 |     const dt = DateTime.fromISO(""2012-01-01"", { locale: ""de-DE"" });
   99 |     expect(dt.localWeekNumber).toBe(52);
> 100 |     expect(dt.localWeekYear).toBe(2011);
      |                                  ^ Magic Number
  101 |   });
  102 |   test(""Jan  2 2012 should be week 1, year 2012"", () => {
  103 |     const dt = DateTime.fromISO(""2012-01-02"", { locale: ""de-DE"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 104, 'column': 36, 'index': 4119}","  102 |   test(""Jan  2 2012 should be week 1, year 2012"", () => {
  103 |     const dt = DateTime.fromISO(""2012-01-02"", { locale: ""de-DE"" });
> 104 |     expect(dt.localWeekNumber).toBe(1);
      |                                    ^ Magic Number
  105 |     expect(dt.localWeekYear).toBe(2012);
  106 |   });
  107 |   test(""Jan  8 2012 should be week 1, year 2012"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 105, 'column': 34, 'index': 4157}","  103 |     const dt = DateTime.fromISO(""2012-01-02"", { locale: ""de-DE"" });
  104 |     expect(dt.localWeekNumber).toBe(1);
> 105 |     expect(dt.localWeekYear).toBe(2012);
      |                                  ^ Magic Number
  106 |   });
  107 |   test(""Jan  8 2012 should be week 1, year 2012"", () => {
  108 |     const dt = DateTime.fromISO(""2012-01-08"", { locale: ""de-DE"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 109, 'column': 36, 'index': 4332}","  107 |   test(""Jan  8 2012 should be week 1, year 2012"", () => {
  108 |     const dt = DateTime.fromISO(""2012-01-08"", { locale: ""de-DE"" });
> 109 |     expect(dt.localWeekNumber).toBe(1);
      |                                    ^ Magic Number
  110 |     expect(dt.localWeekYear).toBe(2012);
  111 |   });
  112 |   test(""Jan  9 2012 should be week 2, year 2012"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 110, 'column': 34, 'index': 4370}","  108 |     const dt = DateTime.fromISO(""2012-01-08"", { locale: ""de-DE"" });
  109 |     expect(dt.localWeekNumber).toBe(1);
> 110 |     expect(dt.localWeekYear).toBe(2012);
      |                                  ^ Magic Number
  111 |   });
  112 |   test(""Jan  9 2012 should be week 2, year 2012"", () => {
  113 |     const dt = DateTime.fromISO(""2012-01-09"", { locale: ""de-DE"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 114, 'column': 36, 'index': 4545}","  112 |   test(""Jan  9 2012 should be week 2, year 2012"", () => {
  113 |     const dt = DateTime.fromISO(""2012-01-09"", { locale: ""de-DE"" });
> 114 |     expect(dt.localWeekNumber).toBe(2);
      |                                    ^ Magic Number
  115 |     expect(dt.localWeekYear).toBe(2012);
  116 |   });
  117 |   test(""Jan  15 2012 should be week 2, year 2012"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 115, 'column': 34, 'index': 4583}","  113 |     const dt = DateTime.fromISO(""2012-01-09"", { locale: ""de-DE"" });
  114 |     expect(dt.localWeekNumber).toBe(2);
> 115 |     expect(dt.localWeekYear).toBe(2012);
      |                                  ^ Magic Number
  116 |   });
  117 |   test(""Jan  15 2012 should be week 2, year 2012"", () => {
  118 |     const dt = DateTime.fromISO(""2012-01-15"", { locale: ""de-DE"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 119, 'column': 36, 'index': 4759}","  117 |   test(""Jan  15 2012 should be week 2, year 2012"", () => {
  118 |     const dt = DateTime.fromISO(""2012-01-15"", { locale: ""de-DE"" });
> 119 |     expect(dt.localWeekNumber).toBe(2);
      |                                    ^ Magic Number
  120 |     expect(dt.localWeekYear).toBe(2012);
  121 |   });
  122 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 120, 'column': 34, 'index': 4797}","  118 |     const dt = DateTime.fromISO(""2012-01-15"", { locale: ""de-DE"" });
  119 |     expect(dt.localWeekNumber).toBe(2);
> 120 |     expect(dt.localWeekYear).toBe(2012);
      |                                  ^ Magic Number
  121 |   });
  122 | });
  123 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 127, 'column': 36, 'index': 5029}","  125 |   test(""Jan  1 2012 should be week 1, year 2012"", () => {
  126 |     const dt = DateTime.fromISO(""2012-01-01"", { locale: ""en-US"" });
> 127 |     expect(dt.localWeekNumber).toBe(1);
      |                                    ^ Magic Number
  128 |     expect(dt.localWeekYear).toBe(2012);
  129 |   });
  130 |   test(""Jan  7 2012 should be week 1, year 2012"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 128, 'column': 34, 'index': 5067}","  126 |     const dt = DateTime.fromISO(""2012-01-01"", { locale: ""en-US"" });
  127 |     expect(dt.localWeekNumber).toBe(1);
> 128 |     expect(dt.localWeekYear).toBe(2012);
      |                                  ^ Magic Number
  129 |   });
  130 |   test(""Jan  7 2012 should be week 1, year 2012"", () => {
  131 |     const dt = DateTime.fromISO(""2012-01-07"", { locale: ""en-US"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 132, 'column': 36, 'index': 5242}","  130 |   test(""Jan  7 2012 should be week 1, year 2012"", () => {
  131 |     const dt = DateTime.fromISO(""2012-01-07"", { locale: ""en-US"" });
> 132 |     expect(dt.localWeekNumber).toBe(1);
      |                                    ^ Magic Number
  133 |     expect(dt.localWeekYear).toBe(2012);
  134 |   });
  135 |   test(""Jan  8 2012 should be week 2, year 2012"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 133, 'column': 34, 'index': 5280}","  131 |     const dt = DateTime.fromISO(""2012-01-07"", { locale: ""en-US"" });
  132 |     expect(dt.localWeekNumber).toBe(1);
> 133 |     expect(dt.localWeekYear).toBe(2012);
      |                                  ^ Magic Number
  134 |   });
  135 |   test(""Jan  8 2012 should be week 2, year 2012"", () => {
  136 |     const dt = DateTime.fromISO(""2012-01-08"", { locale: ""en-US"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 137, 'column': 36, 'index': 5455}","  135 |   test(""Jan  8 2012 should be week 2, year 2012"", () => {
  136 |     const dt = DateTime.fromISO(""2012-01-08"", { locale: ""en-US"" });
> 137 |     expect(dt.localWeekNumber).toBe(2);
      |                                    ^ Magic Number
  138 |     expect(dt.localWeekYear).toBe(2012);
  139 |   });
  140 |   test(""Jan  14 2012 should be week 2, year 2012"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 138, 'column': 34, 'index': 5493}","  136 |     const dt = DateTime.fromISO(""2012-01-08"", { locale: ""en-US"" });
  137 |     expect(dt.localWeekNumber).toBe(2);
> 138 |     expect(dt.localWeekYear).toBe(2012);
      |                                  ^ Magic Number
  139 |   });
  140 |   test(""Jan  14 2012 should be week 2, year 2012"", () => {
  141 |     const dt = DateTime.fromISO(""2012-01-14"", { locale: ""en-US"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 142, 'column': 36, 'index': 5669}","  140 |   test(""Jan  14 2012 should be week 2, year 2012"", () => {
  141 |     const dt = DateTime.fromISO(""2012-01-14"", { locale: ""en-US"" });
> 142 |     expect(dt.localWeekNumber).toBe(2);
      |                                    ^ Magic Number
  143 |     expect(dt.localWeekYear).toBe(2012);
  144 |   });
  145 |   test(""Jan  15 2012 should be week 3, year 2012"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 143, 'column': 34, 'index': 5707}","  141 |     const dt = DateTime.fromISO(""2012-01-14"", { locale: ""en-US"" });
  142 |     expect(dt.localWeekNumber).toBe(2);
> 143 |     expect(dt.localWeekYear).toBe(2012);
      |                                  ^ Magic Number
  144 |   });
  145 |   test(""Jan  15 2012 should be week 3, year 2012"", () => {
  146 |     const dt = DateTime.fromISO(""2012-01-15"", { locale: ""en-US"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 147, 'column': 36, 'index': 5883}","  145 |   test(""Jan  15 2012 should be week 3, year 2012"", () => {
  146 |     const dt = DateTime.fromISO(""2012-01-15"", { locale: ""en-US"" });
> 147 |     expect(dt.localWeekNumber).toBe(3);
      |                                    ^ Magic Number
  148 |     expect(dt.localWeekYear).toBe(2012);
  149 |   });
  150 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 148, 'column': 34, 'index': 5921}","  146 |     const dt = DateTime.fromISO(""2012-01-15"", { locale: ""en-US"" });
  147 |     expect(dt.localWeekNumber).toBe(3);
> 148 |     expect(dt.localWeekYear).toBe(2012);
      |                                  ^ Magic Number
  149 |   });
  150 | });
  151 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 158, 'column': 33, 'index': 6195}","  156 |   test(""Sunday should be reported as the 1st day of the week"", () => {
  157 |     const dt = DateTime.fromISO(""2023-08-06"", { locale: ""en-US"" });
> 158 |     expect(dt.localWeekday).toBe(1);
      |                                 ^ Magic Number
  159 |   });
  160 |   test(""Monday should be reported as the 2nd day of the week"", () => {
  161 |     const dt = DateTime.fromISO(""2023-08-07"", { locale: ""en-US"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 162, 'column': 33, 'index': 6377}","  160 |   test(""Monday should be reported as the 2nd day of the week"", () => {
  161 |     const dt = DateTime.fromISO(""2023-08-07"", { locale: ""en-US"" });
> 162 |     expect(dt.localWeekday).toBe(2);
      |                                 ^ Magic Number
  163 |   });
  164 |   test(""Tuesday should be reported as the 3rd day of the week"", () => {
  165 |     const dt = DateTime.fromISO(""2023-08-08"", { locale: ""en-US"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 166, 'column': 33, 'index': 6560}","  164 |   test(""Tuesday should be reported as the 3rd day of the week"", () => {
  165 |     const dt = DateTime.fromISO(""2023-08-08"", { locale: ""en-US"" });
> 166 |     expect(dt.localWeekday).toBe(3);
      |                                 ^ Magic Number
  167 |   });
  168 |   test(""Wednesday should be reported as the 4th day of the week"", () => {
  169 |     const dt = DateTime.fromISO(""2023-08-09"", { locale: ""en-US"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 170, 'column': 33, 'index': 6745}","  168 |   test(""Wednesday should be reported as the 4th day of the week"", () => {
  169 |     const dt = DateTime.fromISO(""2023-08-09"", { locale: ""en-US"" });
> 170 |     expect(dt.localWeekday).toBe(4);
      |                                 ^ Magic Number
  171 |   });
  172 |   test(""Thursday should be reported as the 5th day of the week"", () => {
  173 |     const dt = DateTime.fromISO(""2023-08-10"", { locale: ""en-US"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 174, 'column': 33, 'index': 6929}","  172 |   test(""Thursday should be reported as the 5th day of the week"", () => {
  173 |     const dt = DateTime.fromISO(""2023-08-10"", { locale: ""en-US"" });
> 174 |     expect(dt.localWeekday).toBe(5);
      |                                 ^ Magic Number
  175 |   });
  176 |   test(""Friday should be reported as the 6th day of the week"", () => {
  177 |     const dt = DateTime.fromISO(""2023-08-11"", { locale: ""en-US"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 178, 'column': 33, 'index': 7111}","  176 |   test(""Friday should be reported as the 6th day of the week"", () => {
  177 |     const dt = DateTime.fromISO(""2023-08-11"", { locale: ""en-US"" });
> 178 |     expect(dt.localWeekday).toBe(6);
      |                                 ^ Magic Number
  179 |   });
  180 |   test(""Saturday should be reported as the 7th day of the week"", () => {
  181 |     const dt = DateTime.fromISO(""2023-08-12"", { locale: ""en-US"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 182, 'column': 33, 'index': 7295}","  180 |   test(""Saturday should be reported as the 7th day of the week"", () => {
  181 |     const dt = DateTime.fromISO(""2023-08-12"", { locale: ""en-US"" });
> 182 |     expect(dt.localWeekday).toBe(7);
      |                                 ^ Magic Number
  183 |   });
  184 | });
  185 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 189, 'column': 33, 'index': 7531}","  187 |   test(""Monday should be reported as the 1st day of the week"", () => {
  188 |     const dt = DateTime.fromISO(""2023-08-07"", { locale: ""de-DE"" });
> 189 |     expect(dt.localWeekday).toBe(1);
      |                                 ^ Magic Number
  190 |   });
  191 |   test(""Tuesday should be reported as the 2nd day of the week"", () => {
  192 |     const dt = DateTime.fromISO(""2023-08-08"", { locale: ""de-DE"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 193, 'column': 33, 'index': 7714}","  191 |   test(""Tuesday should be reported as the 2nd day of the week"", () => {
  192 |     const dt = DateTime.fromISO(""2023-08-08"", { locale: ""de-DE"" });
> 193 |     expect(dt.localWeekday).toBe(2);
      |                                 ^ Magic Number
  194 |   });
  195 |   test(""Wednesday should be reported as the 3rd day of the week"", () => {
  196 |     const dt = DateTime.fromISO(""2023-08-09"", { locale: ""de-DE"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 197, 'column': 33, 'index': 7899}","  195 |   test(""Wednesday should be reported as the 3rd day of the week"", () => {
  196 |     const dt = DateTime.fromISO(""2023-08-09"", { locale: ""de-DE"" });
> 197 |     expect(dt.localWeekday).toBe(3);
      |                                 ^ Magic Number
  198 |   });
  199 |   test(""Thursday should be reported as the 4th day of the week"", () => {
  200 |     const dt = DateTime.fromISO(""2023-08-10"", { locale: ""de-DE"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 201, 'column': 33, 'index': 8083}","  199 |   test(""Thursday should be reported as the 4th day of the week"", () => {
  200 |     const dt = DateTime.fromISO(""2023-08-10"", { locale: ""de-DE"" });
> 201 |     expect(dt.localWeekday).toBe(4);
      |                                 ^ Magic Number
  202 |   });
  203 |   test(""Friday should be reported as the 5th day of the week"", () => {
  204 |     const dt = DateTime.fromISO(""2023-08-11"", { locale: ""de-DE"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 205, 'column': 33, 'index': 8265}","  203 |   test(""Friday should be reported as the 5th day of the week"", () => {
  204 |     const dt = DateTime.fromISO(""2023-08-11"", { locale: ""de-DE"" });
> 205 |     expect(dt.localWeekday).toBe(5);
      |                                 ^ Magic Number
  206 |   });
  207 |   test(""Saturday should be reported as the 6th day of the week"", () => {
  208 |     const dt = DateTime.fromISO(""2023-08-12"", { locale: ""de-DE"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 209, 'column': 33, 'index': 8449}","  207 |   test(""Saturday should be reported as the 6th day of the week"", () => {
  208 |     const dt = DateTime.fromISO(""2023-08-12"", { locale: ""de-DE"" });
> 209 |     expect(dt.localWeekday).toBe(6);
      |                                 ^ Magic Number
  210 |   });
  211 |   test(""Sunday should be reported as the 7th day of the week"", () => {
  212 |     const dt = DateTime.fromISO(""2023-08-13"", { locale: ""de-DE"" });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 213, 'column': 33, 'index': 8631}","  211 |   test(""Sunday should be reported as the 7th day of the week"", () => {
  212 |     const dt = DateTime.fromISO(""2023-08-13"", { locale: ""de-DE"" });
> 213 |     expect(dt.localWeekday).toBe(7);
      |                                 ^ Magic Number
  214 |   });
  215 | });
  216 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 219, 'column': 86, 'index': 8826}","  217 | describe(""weeksInLocalWeekYear"", () => {
  218 |   test(""2018 should have 53 weeks in en-US"", () => {
> 219 |     expect(DateTime.local(2018, 6, 1, { locale: ""en-US"" }).weeksInLocalWeekYear).toBe(52);
      |                                                                                      ^ Magic Number
  220 |   });
  221 |   test(""2022 should have 53 weeks in en-US"", () => {
  222 |     expect(DateTime.local(2022, 6, 1, { locale: ""en-US"" }).weeksInLocalWeekYear).toBe("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/localeWeek.test.js,Magic Number,"{'line': 227, 'column': 86, 'index': 9174}","  225 |   });
