file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/test/spec.js,Conditional Test Logic,"{'line': 8, 'column': 4, 'index': 213}","   6 |   before(() => app.start());
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/SettingsMW.spec.js,Magic Number,"{'line': 103, 'column': 46, 'index': 3203}","  101 |       expect(next).toHaveBeenCalledWith(action);
  102 |       // Send Notification
> 103 |       expect(dispatch.mock.calls.length).toBe(1);
      |                                              ^ Magic Number
  104 |       expect(dispatch).toHaveBeenCalledWith({
  105 |         type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  106 |         payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 40, 'column': 6, 'index': 1101}","  38 |
  39 |       // Call correct function
> 40 |       expect(getAllDocs).toHaveBeenCalled();
     |      ^ Duplicate Assert
  41 |       expect(getAllDocs).toHaveBeenCalledWith('invoices');
  42 |       expect(getAllDocs).not.toHaveBeenCalledWith('contacts');
  43 |       expect(getAllDocs).not.toHaveBeenCalledWith('');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 41, 'column': 6, 'index': 1146}","  39 |       // Call correct function
  40 |       expect(getAllDocs).toHaveBeenCalled();
> 41 |       expect(getAllDocs).toHaveBeenCalledWith('invoices');
     |      ^ Duplicate Assert
  42 |       expect(getAllDocs).not.toHaveBeenCalledWith('contacts');
  43 |       expect(getAllDocs).not.toHaveBeenCalledWith('');
  44 |       // Correctly resolves"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 42, 'column': 6, 'index': 1205}","  40 |       expect(getAllDocs).toHaveBeenCalled();
  41 |       expect(getAllDocs).toHaveBeenCalledWith('invoices');
> 42 |       expect(getAllDocs).not.toHaveBeenCalledWith('contacts');
     |      ^ Duplicate Assert
  43 |       expect(getAllDocs).not.toHaveBeenCalledWith('');
  44 |       // Correctly resolves
  45 |       expect(getAllDocs('invoices')).resolves.toBe(mockData.invoicesRecords);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 43, 'column': 6, 'index': 1268}","  41 |       expect(getAllDocs).toHaveBeenCalledWith('invoices');
  42 |       expect(getAllDocs).not.toHaveBeenCalledWith('contacts');
> 43 |       expect(getAllDocs).not.toHaveBeenCalledWith('');
     |      ^ Duplicate Assert
  44 |       // Correctly resolves
  45 |       expect(getAllDocs('invoices')).resolves.toBe(mockData.invoicesRecords);
  46 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 72, 'column': 8, 'index': 2345}","  70 |       middleware(Actions.getInvoices()).then(() => {
  71 |         // Calling next & send new notification
> 72 |         expect(next).toHaveBeenCalled();
     |        ^ Duplicate Assert
  73 |         expect(next).toHaveBeenCalledWith({
  74 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  75 |           payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 73, 'column': 8, 'index': 2386}","  71 |         // Calling next & send new notification
  72 |         expect(next).toHaveBeenCalled();
> 73 |         expect(next).toHaveBeenCalledWith({
     |        ^ Duplicate Assert
  74 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  75 |           payload: {
  76 |             type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 88, 'column': 10, 'index': 2890}","  86 |       middleware(Actions.getInvoices()).then(() =>
  87 |         getAllDocs().catch(err => {
> 88 |           expect(next).toHaveBeenCalled();
     |          ^ Duplicate Assert
  89 |           expect(next).toHaveBeenCalledWith({
  90 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  91 |             payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 89, 'column': 10, 'index': 2933}","  87 |         getAllDocs().catch(err => {
  88 |           expect(next).toHaveBeenCalled();
> 89 |           expect(next).toHaveBeenCalledWith({
     |          ^ Duplicate Assert
  90 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  91 |             payload: {
  92 |               type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 200, 'column': 10, 'index': 6123}","  198 |         saveDoc('invoices', newInvoice).then(data => {
  199 |           // ipc to main process
> 200 |           expect(ipcRenderer.send).toHaveBeenCalled();
      |          ^ Duplicate Assert
  201 |           expect(ipcRenderer.send).toHaveBeenCalledWith(
  202 |             'preview-invoice',
  203 |             newInvoice"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 201, 'column': 10, 'index': 6178}","  199 |           // ipc to main process
  200 |           expect(ipcRenderer.send).toHaveBeenCalled();
> 201 |           expect(ipcRenderer.send).toHaveBeenCalledWith(
      |          ^ Duplicate Assert
  202 |             'preview-invoice',
  203 |             newInvoice
  204 |           );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 238, 'column': 8, 'index': 7286}","  236 |       middleware(Actions.saveInvoice(newInvoice)).then(() => {
  237 |         // Expect
> 238 |         expect(next).toHaveBeenCalled();
      |        ^ Duplicate Assert
  239 |         expect(next).toHaveBeenCalledWith({
  240 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  241 |           payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 239, 'column': 8, 'index': 7327}","  237 |         // Expect
  238 |         expect(next).toHaveBeenCalled();
> 239 |         expect(next).toHaveBeenCalledWith({
      |        ^ Duplicate Assert
  240 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  241 |           payload: {
  242 |             type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 359, 'column': 8, 'index': 11082}","  357 |       updateDoc.mockImplementationOnce(() => Promise.reject(expectedError));
  358 |       middleware(Actions.updateInvoice(currentInvoice)).then(() => {
> 359 |         expect(next).toHaveBeenCalled();
      |        ^ Duplicate Assert
  360 |         expect(next).toHaveBeenCalledWith({
  361 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  362 |           payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 360, 'column': 8, 'index': 11123}","  358 |       middleware(Actions.updateInvoice(currentInvoice)).then(() => {
  359 |         expect(next).toHaveBeenCalled();
> 360 |         expect(next).toHaveBeenCalledWith({
      |        ^ Duplicate Assert
  361 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  362 |           payload: {
  363 |             type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 449, 'column': 8, 'index': 13932}","  447 |       middleware(Actions.deleteInvoice(invoiceID)).then(() => {
  448 |         // Expect
> 449 |         expect(next).toHaveBeenCalled();
      |        ^ Duplicate Assert
  450 |         expect(next).toHaveBeenCalledWith({
  451 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  452 |           payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 450, 'column': 8, 'index': 13973}","  448 |         // Expect
  449 |         expect(next).toHaveBeenCalled();
> 450 |         expect(next).toHaveBeenCalledWith({
      |        ^ Duplicate Assert
  451 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  452 |           payload: {
  453 |             type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 507, 'column': 10, 'index': 15865}","  505 |         getSingleDoc('test', invoiceID).then(() => {
  506 |           // Expect
> 507 |           expect(next).toHaveBeenCalled();
      |          ^ Duplicate Assert
  508 |           expect(next).toHaveBeenCalledWith({
  509 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  510 |             payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 508, 'column': 10, 'index': 15908}","  506 |           // Expect
  507 |           expect(next).toHaveBeenCalled();
> 508 |           expect(next).toHaveBeenCalledWith({
      |          ^ Duplicate Assert
  509 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  510 |             payload: {
  511 |               type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 544, 'column': 10, 'index': 17109}","  542 |         getSingleDoc('test', invoiceID).then(() => {
  543 |           // Expect
> 544 |           expect(next).toHaveBeenCalled();
      |          ^ Duplicate Assert
  545 |           expect(next).toHaveBeenCalledWith({
  546 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  547 |             payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Duplicate Assert,"{'line': 545, 'column': 10, 'index': 17152}","  543 |           // Expect
  544 |           expect(next).toHaveBeenCalled();
> 545 |           expect(next).toHaveBeenCalledWith({
      |          ^ Duplicate Assert
  546 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  547 |             payload: {
  548 |               type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Eager Test,"{'line': 219, 'column': 15, 'index': 6709}","  217 |         const dbError = new Error('No database found!');
  218 |         const docError = new Error('No doc found!');
> 219 |         expect(saveDoc()).rejects.toEqual(dbError);
      |               ^ Eager Test
  220 |         expect(saveDoc('invoices')).rejects.toEqual(docError);
  221 |       });
  222 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Eager Test,"{'line': 220, 'column': 15, 'index': 6761}","  218 |         const docError = new Error('No doc found!');
  219 |         expect(saveDoc()).rejects.toEqual(dbError);
> 220 |         expect(saveDoc('invoices')).rejects.toEqual(docError);
      |               ^ Eager Test
  221 |       });
  222 |     });
  223 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Eager Test,"{'line': 350, 'column': 15, 'index': 10690}","  348 |         const dbError = new Error('No database found!');
  349 |         const docError = new Error('No doc found!');
> 350 |         expect(updateDoc()).rejects.toEqual(dbError);
      |               ^ Eager Test
  351 |         expect(updateDoc('invoices')).rejects.toEqual(docError);
  352 |       });
  353 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Eager Test,"{'line': 351, 'column': 15, 'index': 10744}","  349 |         const docError = new Error('No doc found!');
  350 |         expect(updateDoc()).rejects.toEqual(dbError);
> 351 |         expect(updateDoc('invoices')).rejects.toEqual(docError);
      |               ^ Eager Test
  352 |       });
  353 |     });
  354 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Lazy Test,"{'line': 45, 'column': 13, 'index': 1358}","  43 |       expect(getAllDocs).not.toHaveBeenCalledWith('');
  44 |       // Correctly resolves
> 45 |       expect(getAllDocs('invoices')).resolves.toBe(mockData.invoicesRecords);
     |             ^ Lazy Test
  46 |     });
  47 |
  48 |     it('calls next after the promised is returned', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Lazy Test,"{'line': 54, 'column': 15, 'index': 1712}","  52 |         expect(dispatch.mock.calls.length).toBe(0);
  53 |         // Call next with resolved data
> 54 |         return getAllDocs('invoices').then(data => {
     |               ^ Lazy Test
  55 |           expect(next.mock.calls.length).toBe(1);
  56 |           expect(next).toHaveBeenCalledWith(
  57 |             Object.assign({}, action, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Lazy Test,"{'line': 67, 'column': 46, 'index': 2127}","  65 |     it('handle error correctly', () => {
