file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/helpers/__tests__/slack.test.js,Conditional Test Logic,"{'line': 15, 'column': 10, 'index': 348}","  13 |       beforeEach(async () => {
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeIndicator/step/__tests__/get-account-info.test.js,Conditional Test Logic,"{'line': 28, 'column': 10, 'index': 656}","  26 |
  27 |         cacheMock.hget = jest.fn().mockImplementation((key, field) => {
> 28 |           if (key === 'trailing-trade-common' && field === 'account-info') {
     |          ^ Conditional Test Logic
  29 |             return JSON.stringify({
  30 |               balances: [{ asset: 'BTC' }, { asset: 'BNB' }, { asset: 'LTC' }]
  31 |             });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeIndicator/step/__tests__/get-account-info.test.js,Conditional Test Logic,"{'line': 102, 'column': 10, 'index': 2955}","  100 |
  101 |         cacheMock.hget = jest.fn().mockImplementation((key, field) => {
> 102 |           if (key === 'trailing-trade-common' && field === 'account-info') {
      |          ^ Conditional Test Logic
  103 |             return JSON.stringify({
  104 |               balances: [{ asset: 'BTC' }, { asset: 'XRP' }, { asset: 'ETH' }]
  105 |             });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/util.test.js,Conditional Test Logic,"{'line': 22, 'column': 6, 'index': 386}","  20 |         expected: 123.02
  21 |       }
> 22 |     ].forEach(t => {
     |      ^ Conditional Test Logic
  23 |       describe(`test ${t.number} - ${t.decimal}`, () => {
  24 |         beforeEach(() => {
  25 |           result = util.roundDown(t.number, t.decimal);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/tradingview.test.js,Conditional Test Logic,"{'line': 553, 'column': 8, 'index': 15199}","  551 |             'Do not place an order because TradingView recommendation for 5m is STRONG_BUY.'
  552 |         }
> 553 |       ].forEach(t => {
      |        ^ Conditional Test Logic
  554 |         describe(`${t.desc}`, () => {
  555 |           beforeEach(() => {
  556 |             result = isBuyAllowedByTradingView(loggerMock, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/tradingview.test.js,Conditional Test Logic,"{'line': 700, 'column': 8, 'index': 18939}","  698 |           ]
  699 |         }
> 700 |       ].forEach(t => {
      |        ^ Conditional Test Logic
  701 |         describe(`${t.desc}`, () => {
  702 |           beforeEach(() => {
  703 |             result = isBuyAllowedByTradingView(loggerMock, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/tradingview.test.js,Conditional Test Logic,"{'line': 1222, 'column': 8, 'index': 34190}","  1220 |           }
  1221 |         }
> 1222 |       ].forEach(t => {
       |        ^ Conditional Test Logic
  1223 |         describe(`${t.desc}`, () => {
  1224 |           beforeEach(() => {
  1225 |             result = shouldForceSellByTradingView(loggerMock, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/tradingview.test.js,Conditional Test Logic,"{'line': 1445, 'column': 8, 'index': 40549}","  1443 |           ]
  1444 |         }
> 1445 |       ].forEach(t => {
       |        ^ Conditional Test Logic
  1446 |         describe(`${t.desc}`, () => {
  1447 |           beforeEach(() => {
  1448 |             result = shouldForceSellByTradingView(loggerMock, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/tradingview.test.js,Conditional Test Logic,"{'line': 1619, 'column': 8, 'index': 45735}","  1617 |             `and the current price (29000) is under trigger price (30900). Sell at market price.`
  1618 |         }
> 1619 |       ].forEach(t => {
       |        ^ Conditional Test Logic
  1620 |         describe(`${t.desc}`, () => {
  1621 |           beforeEach(() => {
  1622 |             result = shouldForceSellByTradingView(loggerMock, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 226, 'column': 10, 'index': 5894}","  224 |
  225 |         config.get = jest.fn(key => {
> 226 |           if (key === 'jobs.trailingTrade') {
      |          ^ Conditional Test Logic
  227 |             return {
  228 |               enabled: true,
  229 |               symbols: ['BTCUSDT', 'BNBBTC', 'TRXUSDT'],"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 300, 'column': 10, 'index': 7824}","  298 |         cache.del = jest.fn().mockResolvedValue(true);
  299 |         config.get = jest.fn(key => {
> 300 |           if (key === 'jobs.trailingTrade') {
      |          ^ Conditional Test Logic
  301 |             return {
  302 |               enabled: true,
  303 |               cronTime: '* * * * * *',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 340, 'column': 10, 'index': 9108}","  338 |
  339 |         mongo.findOne = jest.fn((_logger, collection, filter) => {
> 340 |           if (
      |          ^ Conditional Test Logic
  341 |             collection === 'trailing-trade-common' &&
  342 |             _.isEqual(filter, { key: 'configuration' })
  343 |           ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 439, 'column': 10, 'index': 12070}","  437 |       beforeEach(async () => {
  438 |         mongo.findOne = jest.fn((_logger, collection, filter) => {
> 439 |           if (
      |          ^ Conditional Test Logic
  440 |             collection === 'trailing-trade-symbols' &&
  441 |             _.isEqual(filter, { key: 'BTCUSDT-configuration' })
  442 |           ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 493, 'column': 10, 'index': 13518}","  491 |       beforeEach(async () => {
  492 |         mongo.findOne = jest.fn((_logger, collection, filter) => {
> 493 |           if (
      |          ^ Conditional Test Logic
  494 |             collection === 'trailing-trade-grid-trade' &&
  495 |             _.isEqual(filter, { key: 'BTCUSDT' })
  496 |           ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 3143, 'column': 8, 'index': 82966}","  3141 |       cache.hdelall = jest.fn().mockResolvedValue(true);
  3142 |       cache.hgetWithoutLock = jest.fn().mockImplementation((hash, _key) => {
> 3143 |         if (hash === 'trailing-trade-symbols') {
       |        ^ Conditional Test Logic
  3144 |           return Promise.resolve(
  3145 |             JSON.stringify({
  3146 |               quoteAsset: 'USDT',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 3159, 'column': 8, 'index': 83384}","  3157 |
  3158 |       config.get = jest.fn(key => {
> 3159 |         if (key === 'jobs.trailingTrade') {
       |        ^ Conditional Test Logic
  3160 |           return {
  3161 |             enabled: true,
  3162 |             cronTime: '* * * * * *',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 3254, 'column': 12, 'index': 86269}","  3252 |         beforeEach(async () => {
  3253 |           cache.hgetWithoutLock = jest.fn().mockImplementation((hash, key) => {
> 3254 |             if (hash === 'trailing-trade-configurations' && key === 'global') {
       |            ^ Conditional Test Logic
  3255 |               return Promise.resolve(
  3256 |                 JSON.stringify({
  3257 |                   global: 'configuration'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 3278, 'column': 12, 'index': 86969}","  3276 |         beforeEach(async () => {
  3277 |           mongo.findOne = jest.fn((_logger, collection, filter) => {
> 3278 |             if (
       |            ^ Conditional Test Logic
  3279 |               collection === 'trailing-trade-common' &&
  3280 |               _.isEqual(filter, { key: 'configuration' })
  3281 |             ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 3399, 'column': 12, 'index': 91111}","  3397 |               };
  3398 |             }
> 3399 |             if (
       |            ^ Conditional Test Logic
  3400 |               collection === 'trailing-trade-symbols' &&
  3401 |               _.isEqual(filter, { key: 'BTCUSDT-configuration' })
  3402 |             ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 3700, 'column': 12, 'index': 101395}","  3698 |         beforeEach(async () => {
  3699 |           cache.hgetWithoutLock = jest.fn().mockImplementation((hash, key) => {
> 3700 |             if (hash === 'trailing-trade-configurations' && key === 'BTCUSDT') {
       |            ^ Conditional Test Logic
  3701 |               return Promise.resolve(
  3702 |                 JSON.stringify({
  3703 |                   symbol: 'configuration'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 3946, 'column': 14, 'index': 109290}","  3944 |           beforeEach(async () => {
  3945 |             mongo.findOne = jest.fn((_logger, collection, filter) => {
> 3946 |               if (
       |              ^ Conditional Test Logic
  3947 |                 collection === 'trailing-trade-common' &&
  3948 |                 _.isEqual(filter, { key: 'configuration' })
  3949 |               ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 4212, 'column': 14, 'index': 118635}","  4210 |           beforeEach(async () => {
  4211 |             mongo.findOne = jest.fn((_logger, collection, filter) => {
> 4212 |               if (
       |              ^ Conditional Test Logic
  4213 |                 collection === 'trailing-trade-common' &&
  4214 |                 _.isEqual(filter, { key: 'configuration' })
  4215 |               ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 4510, 'column': 14, 'index': 129237}","  4508 |           beforeEach(async () => {
  4509 |             mongo.findOne = jest.fn((_logger, collection, filter) => {
> 4510 |               if (
       |              ^ Conditional Test Logic
  4511 |                 collection === 'trailing-trade-common' &&
  4512 |                 _.isEqual(filter, { key: 'configuration' })
  4513 |               ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 4524, 'column': 14, 'index': 129641}","  4522 |               }
  4523 |
> 4524 |               if (
       |              ^ Conditional Test Logic
  4525 |                 collection === 'trailing-trade-symbols' &&
  4526 |                 _.isEqual(filter, { key: 'BTCUSDT-configuration' })
  4527 |               ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 4647, 'column': 14, 'index': 133830}","  4645 |
  4646 |             mongo.findOne = jest.fn((_logger, collection, filter) => {
> 4647 |               if (
       |              ^ Conditional Test Logic
  4648 |                 collection === 'trailing-trade-common' &&
  4649 |                 _.isEqual(filter, { key: 'configuration' })
  4650 |               ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 4661, 'column': 14, 'index': 134234}","  4659 |               }
  4660 |
> 4661 |               if (
       |              ^ Conditional Test Logic
  4662 |                 collection === 'trailing-trade-symbols' &&
  4663 |                 _.isEqual(filter, { key: 'BTCUSDT-configuration' })
  4664 |               ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 4784, 'column': 18, 'index': 138531}","  4782 |               beforeEach(async () => {
  4783 |                 mongo.findOne = jest.fn((_logger, collection, filter) => {
> 4784 |                   if (
       |                  ^ Conditional Test Logic
  4785 |                     collection === 'trailing-trade-common' &&
  4786 |                     _.isEqual(filter, { key: 'configuration' })
  4787 |                   ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 4973, 'column': 18, 'index': 146255}","  4971 |                   }
  4972 |
> 4973 |                   if (
       |                  ^ Conditional Test Logic
  4974 |                     collection === 'trailing-trade-symbols' &&
  4975 |                     _.isEqual(filter, { key: 'BTCUSDT-configuration' })
  4976 |                   ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 5197, 'column': 18, 'index': 154907}","  5195 |               beforeEach(async () => {
  5196 |                 mongo.findOne = jest.fn((_logger, collection, filter) => {
> 5197 |                   if (
       |                  ^ Conditional Test Logic
  5198 |                     collection === 'trailing-trade-common' &&
  5199 |                     _.isEqual(filter, { key: 'configuration' })
  5200 |                   ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 5299, 'column': 18, 'index': 158962}","  5297 |                   }
  5298 |
> 5299 |                   if (
       |                  ^ Conditional Test Logic
  5300 |                     collection === 'trailing-trade-symbols' &&
  5301 |                     _.isEqual(filter, { key: 'BTCUSDT-configuration' })
  5302 |                   ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 5553, 'column': 16, 'index': 168942}","  5551 |             beforeEach(async () => {
  5552 |               mongo.findOne = jest.fn((_logger, collection, filter) => {
> 5553 |                 if (
       |                ^ Conditional Test Logic
  5554 |                   collection === 'trailing-trade-common' &&
  5555 |                   _.isEqual(filter, { key: 'configuration' })
  5556 |                 ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Conditional Test Logic,"{'line': 5672, 'column': 16, 'index': 173473}","  5670 |                 }
  5671 |
> 5672 |                 if (
       |                ^ Conditional Test Logic
  5673 |                   collection === 'trailing-trade-symbols' &&
  5674 |                   _.isEqual(filter, { key: 'BTCUSDT-configuration' })
  5675 |                 ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Magic Number,"{'line': 2155, 'column': 37, 'index': 56475}","  2153 |
  2154 |       it('returns expected value', () => {
> 2155 |         expect(result).toStrictEqual(7);
       |                                     ^ Magic Number
  2156 |       });
  2157 |     });
  2158 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Magic Number,"{'line': 2222, 'column': 41, 'index': 58242}","  2220 |
  2221 |           it('returns expected value', () => {
> 2222 |             expect(result).toStrictEqual(5);
       |                                         ^ Magic Number
  2223 |           });
  2224 |         });
  2225 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/configuration.test.js,Magic Number,"{'line': 2254, 'column': 41, 'index': 59121}","  2252 |
  2253 |           it('returns expected value', () => {
> 2254 |             expect(result).toStrictEqual(10);
       |                                         ^ Magic Number
  2255 |           });
  2256 |         });
  2257 |       });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 105, 'column': 12, 'index': 2780}","  103 |
  104 |           cacheMock.hget = jest.fn().mockImplementation((hash, key) => {
> 105 |             if (
      |            ^ Conditional Test Logic
  106 |               hash === 'trailing-trade-common' &&
  107 |               key === 'exchange-symbols'
  108 |             ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 113, 'column': 12, 'index': 3057}","  111 |               );
  112 |             }
> 113 |             if (hash === 'trailing-trade-common' && key === 'exchange-info') {
      |            ^ Conditional Test Logic
  114 |               return JSON.stringify(
  115 |                 _.cloneDeep(require('./fixtures/binance-exchange-info.json'))
  116 |               );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 178, 'column': 12, 'index': 5168}","  176 |
  177 |           cacheMock.hget = jest.fn().mockImplementation((hash, key) => {
> 178 |             if (
      |            ^ Conditional Test Logic
  179 |               hash === 'trailing-trade-common' &&
  180 |               key === 'exchange-symbols'
  181 |             ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 186, 'column': 12, 'index': 5435}","  184 |               );
  185 |             }
> 186 |             if (hash === 'trailing-trade-common' && key === 'exchange-info') {
      |            ^ Conditional Test Logic
  187 |               return JSON.stringify(
  188 |                 _.cloneDeep(require('./fixtures/binance-exchange-info.json'))
  189 |               );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 252, 'column': 10, 'index': 7594}","  250 |
  251 |         cacheMock.hget = jest.fn().mockImplementation((hash, key) => {
> 252 |           if (hash === 'trailing-trade-common' && key === 'exchange-info') {
      |          ^ Conditional Test Logic
  253 |             return JSON.stringify(
  254 |               _.cloneDeep(require('./fixtures/binance-exchange-info.json'))
  255 |             );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 325, 'column': 8, 'index': 9747}","  323 |
  324 |       cacheMock.hget = jest.fn().mockImplementation((hash, key) => {
> 325 |         if (
      |        ^ Conditional Test Logic
  326 |           hash === 'trailing-trade-symbols' &&
  327 |           key === 'ETHBTC-latest-candle'
  328 |         ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 332, 'column': 8, 'index': 9927}","  330 |         }
  331 |
> 332 |         if (
      |        ^ Conditional Test Logic
  333 |           hash === 'trailing-trade-symbols' &&
  334 |           key === 'LTCBTC-latest-candle'
  335 |         ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 339, 'column': 8, 'index': 10106}","  337 |         }
  338 |
> 339 |         if (
      |        ^ Conditional Test Logic
  340 |           hash === 'trailing-trade-symbols' &&
  341 |           key === 'TRXBTC-latest-candle'
  342 |         ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 1327, 'column': 10, 'index': 35760}","  1325 |       beforeEach(async () => {
  1326 |         mockConfigGet = jest.fn(key => {
> 1327 |           if (key === 'featureToggle.notifyDebug') {
       |          ^ Conditional Test Logic
  1328 |             return true;
  1329 |           }
  1330 |           if (key === 'featureToggle.notifyOrderConfirm') {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 1330, 'column': 10, 'index': 35850}","  1328 |             return true;
  1329 |           }
> 1330 |           if (key === 'featureToggle.notifyOrderConfirm') {
       |          ^ Conditional Test Logic
  1331 |             return false;
  1332 |           }
  1333 |           return null;"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 1419, 'column': 10, 'index': 38326}","  1417 |       beforeEach(async () => {
  1418 |         mockConfigGet = jest.fn(key => {
> 1419 |           if (key === 'featureToggle.notifyDebug') {
       |          ^ Conditional Test Logic
  1420 |             return true;
  1421 |           }
  1422 |           if (key === 'featureToggle.notifyOrderConfirm') {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 1422, 'column': 10, 'index': 38416}","  1420 |             return true;
  1421 |           }
> 1422 |           if (key === 'featureToggle.notifyOrderConfirm') {
       |          ^ Conditional Test Logic
  1423 |             return false;
  1424 |           }
  1425 |           return null;"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 1517, 'column': 10, 'index': 41060}","  1515 |       beforeEach(async () => {
  1516 |         mockConfigGet = jest.fn(key => {
> 1517 |           if (key === 'featureToggle.notifyDebug') {
       |          ^ Conditional Test Logic
  1518 |             return false;
  1519 |           }
  1520 |           if (key === 'featureToggle.notifyOrderConfirm') {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 1520, 'column': 10, 'index': 41151}","  1518 |             return false;
  1519 |           }
> 1520 |           if (key === 'featureToggle.notifyOrderConfirm') {
       |          ^ Conditional Test Logic
  1521 |             return false;
  1522 |           }
  1523 |           return null;"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 1766, 'column': 10, 'index': 48613}","  1764 |         cacheMock.hset = jest.fn().mockResolvedValue(true);
  1765 |         cacheMock.hget = jest.fn().mockImplementation((key, hash) => {
> 1766 |           if (key === 'trailing-trade-common' && hash === 'exchange-info') {
       |          ^ Conditional Test Logic
  1767 |             return Promise.resolve(
  1768 |               JSON.stringify(
  1769 |                 _.cloneDeep(require('./fixtures/binance-exchange-info.json'))"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 1873, 'column': 10, 'index': 51926}","  1871 |       beforeEach(async () => {
  1872 |         mockConfigGet = jest.fn(key => {
> 1873 |           if (key === 'authentication.enabled') {
       |          ^ Conditional Test Logic
  1874 |             return false;
  1875 |           }
  1876 |           return null;"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 1924, 'column': 12, 'index': 53256}","  1922 |         beforeEach(async () => {
  1923 |           mockConfigGet = jest.fn(key => {
> 1924 |             if (key === 'authentication.enabled') {
       |            ^ Conditional Test Logic
  1925 |               return true;
  1926 |             }
  1927 |             return null;"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 1980, 'column': 12, 'index': 54774}","  1978 |         beforeEach(async () => {
  1979 |           mockConfigGet = jest.fn(key => {
> 1980 |             if (key === 'authentication.enabled') {
       |            ^ Conditional Test Logic
  1981 |               return true;
  1982 |             }
  1983 |             return null;"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 3145, 'column': 6, 'index': 86113}","  3143 |         }
  3144 |       }
> 3145 |     ].forEach(t => {
       |      ^ Conditional Test Logic
  3146 |       describe(`sortBy - ${t.desc}`, () => {
  3147 |         beforeEach(async () => {
  3148 |           const { mongo, logger, cache } = require('../../../helpers');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 3157, 'column': 12, 'index': 86534}","  3155 |
  3156 |           cacheMock.hget = jest.fn().mockImplementation((hash, key) => {
> 3157 |             if (
       |            ^ Conditional Test Logic
  3158 |               hash === 'trailing-trade-common' &&
  3159 |               key === 'open-trades-symbols'
  3160 |             ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Conditional Test Logic,"{'line': 3164, 'column': 12, 'index': 86737}","  3162 |             }
  3163 |
> 3164 |             if (
       |            ^ Conditional Test Logic
  3165 |               hash === 'trailing-trade-common' &&
  3166 |               key === 'open-orders-symbols'
  3167 |             ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Duplicate Assert,"{'line': 2469, 'column': 8, 'index': 67424}","  2467 |
  2468 |       it('triggers slack.sendMessage', () => {
> 2469 |         expect(slackMock.sendMessage).toHaveBeenCalledWith(
       |        ^ Duplicate Assert
  2470 |           expect.stringContaining('BTCUSDT'),
  2471 |           {
  2472 |             apiLimit: 0,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Duplicate Assert,"{'line': 2477, 'column': 8, 'index': 67621}","  2475 |         );
  2476 |
> 2477 |         expect(slackMock.sendMessage).toHaveBeenCalledWith(
       |        ^ Duplicate Assert
  2478 |           expect.stringContaining(
  2479 |             'The bot queued to trigger the grid trade for buying'
  2480 |           ),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Duplicate Assert,"{'line': 2531, 'column': 8, 'index': 69111}","  2529 |
  2530 |       it('triggers slack.sendMessage', () => {
> 2531 |         expect(slackMock.sendMessage).toHaveBeenCalledWith(
       |        ^ Duplicate Assert
  2532 |           expect.stringContaining('BTCUSDT'),
  2533 |           {
  2534 |             apiLimit: 0,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Duplicate Assert,"{'line': 2539, 'column': 8, 'index': 69308}","  2537 |         );
  2538 |
> 2539 |         expect(slackMock.sendMessage).toHaveBeenCalledWith(
       |        ^ Duplicate Assert
  2540 |           expect.stringContaining(
  2541 |             'The bot queued to trigger the grid trade for buying'
  2542 |           ),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 80, 'column': 10, 'index': 2037}","  78 |             _.cloneDeep(require('./fixtures/binance-exchange-info.json'))
  79 |           ),
> 80 |           3600
     |          ^ Magic Number
  81 |         );
  82 |       });
  83 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 91, 'column': 10, 'index': 2363}","  89 |             require('./fixtures/binance-cached-exchange-symbols.json')
  90 |           ),
> 91 |           3600
     |          ^ Magic Number
  92 |         );
  93 |       });
  94 |     });"
